32.207,404.6563,0.003
32.59,407.78,0.003
33.253,433.9223,0.003
33.443,434.7494,0.003
34.446,435.8328,0.003
37.768,491.6,0.003
41.019,546.0735,0.003
42.863,576.9598,0.003
42.99,579.0663,0.003
