0,202.3010459
5.00E-05,101888.1108
0.0001,-46655.10652
0.00015,45161.92774
0.0002,-15604.80154
0.00025,31116.19988
0.0003,-7443.424069
0.00035,24618.84647
0.0004,-3391.488978
0.00045,21098.55626
0.0005,-2116.382446
0.00055,17298.56739
0.0006,-2540.848189
0.00065,14310.76615
0.0007,-1198.874576
0.00075,13108.37107
0.0008,-351.1058745
0.00085,12069.57181
0.0009,-1035.776492
0.00095,10270.98614
0.001,-963.1104429
0.00105,9408.578312
0.0011,354.9421261
0.00115,8908.561179
0.0012,176.9030956
0.00125,8253.301401
0.0013,-927.8110822
0.00135,7267.279109
0.0014,-661.3262768
0.00145,6952.850638
0.0015,129.1061243
0.00155,6510.823707
0.0016,-90.09289339
0.00165,5850.883047
0.0017,-1155.065004
0.00175,5382.691533
0.0018,-457.0281775
0.00185,5807.785689
0.0019,416.2105854
0.00195,5418.658597
0.002,-106.4212212
0.00205,4507.248871
0.0021,-501.4017101
0.00215,5283.201712
0.0022,-18.68301803
0.00225,4967.180357
0.0023,-7.228906058
0.00235,3723.438152
0.0024,-532.7036727
0.00245,3707.75561
0.0025,-525.4119792
0.00255,4547.183979
0.0026,-302.6127065
0.00265,3992.59282
0.0027,54.23167979
0.00275,2899.854338
0.0028,-295.4963996
0.00285,3574.086467
0.0029,203.0427754
0.00295,4210.889129
0.003,115.8108949
0.00305,3406.063984
0.0031,-203.0950785
0.00315,2601.193917
0.0032,315.5397111
0.00325,3372.023132
0.0033,21.69079253
0.00335,3440.220759
0.0034,-448.1677174
0.00345,2668.991303
0.0035,-677.9467789
0.00355,2701.348312
0.0036,179.6162793
0.00365,3053.810699
0.0037,346.4454713
0.00375,3163.41151
0.0038,-564.7950609
0.00385,2749.721861
0.0039,-159.8724423
0.00395,2718.790102
0.004,758.328031
0.00405,2954.171779
0.0041,61.03158411
0.00415,2267.977722
0.0042,-756.7560571
0.00425,2409.752021
0.0043,-292.599024
0.00435,2386.871808
0.0044,372.6288079
0.00445,1955.042635
0.0045,-144.2958189
0.00455,1866.132401
0.0046,-456.3646695
0.00465,2531.419602
0.0047,29.31677824
0.00475,2470.798526
0.0048,314.0107472
0.00485,2000.074177
0.0049,-168.0472554
0.00495,2016.471406
0.005,-265.3882809
0.00505,2472.319959
0.0051,209.9600019
0.00515,1990.722328
0.0052,4.938013959
0.00525,1240.160552
0.0053,-296.6303541
0.00535,1827.949723
0.0054,-201.5960767
0.00545,2596.244543
0.0055,-15.12791676
0.00555,1774.29922
0.0056,-181.445144
0.00565,1285.741743
0.0057,147.1486088
0.00575,1914.470493
0.0058,-13.78461179
0.00585,2168.404211
0.0059,-142.2622887
0.00595,1520.072151
0.006,-251.9055421
0.00605,1122.592549
0.0061,173.8380593
0.00615,1707.073793
0.0062,121.3688737
0.00625,1829.153525
0.0063,-437.7034437
0.00635,1295.385232
0.0064,-148.2926482
0.00645,1539.256465
0.0065,486.0296083
0.00655,1835.990566
0.0066,94.41111598
0.00665,1457.005807
0.0067,-502.8025716
0.00675,1712.8585
0.0068,149.02338
0.00685,1491.958075
0.0069,539.1851925
0.00695,1233.46596
0.007,-144.1675009
0.00705,1526.541447
0.0071,-429.9599683
0.00715,1527.785845
0.0072,-94.31428187
0.00725,1124.449021
0.0073,230.9043892
0.00735,900.9614975
0.0074,-260.359489
0.00745,1355.065614
0.0075,-165.166642
0.00755,1776.591027
0.0076,213.3195509
0.00765,1597.427978
0.0077,321.8052283
0.00775,936.3812742
0.0078,-202.0184047
0.00785,1504.253795
0.0079,-51.5439191
0.00795,1849.694278
0.008,-106.0301072
0.00805,1005.720361
0.0081,-162.3940686
0.00815,793.1986055
0.0082,13.76650502
0.00825,1453.52033
0.0083,-337.9352251
0.00835,1719.283332
0.0084,-260.5194166
0.00845,926.7832692
0.0085,-75.88809165
0.00855,836.2054308
0.0086,381.2876691
0.00865,1350.929247
0.0087,-107.2513429
0.00875,1621.391245
0.0088,-388.628123
0.00885,1015.684674
0.0089,10.55916261
0.00895,841.7347121
